,url,ret_giraffe_general_wild_status,ret_giraffe_general_africa_bbox_wild_status,ret_giraffe_general_multilingual_wild_status,ret_giraffe_general_multilingual_africa_bbox_wild_status,ret_giraffe_specific_wild_status,ret_giraffe_specific_africa_bbox_wild_status,wild_status_checked
196,https://live.staticflickr.com/65535/49531220547_478035b33e_b.jpg,,,,,True,,True
197,https://live.staticflickr.com/65535/49531220812_9b61152f84_b.jpg,,,,,True,,True
198,https://live.staticflickr.com/65535/49531230672_2edc16acbb_b.jpg,,,,,True,,True
199,https://live.staticflickr.com/65535/49531233087_daa256dec1_b.jpg,,,,,True,,True
200,https://live.staticflickr.com/65535/49531271497_cf315ccc88_b.jpg,,,,,True,,True
201,https://live.staticflickr.com/65535/49531271827_5c470ec631_b.jpg,,,,,True,,True
202,https://live.staticflickr.com/65535/49531284492_0ff9e841f8_b.jpg,,,,,True,,True
203,https://live.staticflickr.com/65535/49531285657_5319b2593b_b.jpg,,,,,True,,True
204,https://live.staticflickr.com/65535/49531285832_ed9da491ee_b.jpg,,,,,True,,True
205,https://live.staticflickr.com/65535/49531285942_474372bb9e_b.jpg,,,,,True,,True
206,https://live.staticflickr.com/65535/49531312697_83a1ef5ec8_b.jpg,,,,,True,,True
207,https://live.staticflickr.com/65535/49533894563_5e9e2552f9_b.jpg,,,,,True,,True
208,https://live.staticflickr.com/65535/49533912363_ef5a7f5dc1_b.jpg,,,,,True,,True
209,https://live.staticflickr.com/65535/49533913383_c5c495aea2_b.jpg,,,,,True,,True
210,https://live.staticflickr.com/65535/49533913603_db799ff6aa_b.jpg,,,,,True,,True
211,https://live.staticflickr.com/65535/49533913658_f885672557_b.jpg,,,,,True,,True
212,https://live.staticflickr.com/65535/49533913728_d407d8ffa0_b.jpg,,,,,True,,True
213,https://live.staticflickr.com/65535/49533913823_4663ec4907_b.jpg,,,,,True,,True
214,https://live.staticflickr.com/65535/49533913913_1fa90f3954_b.jpg,,,,,True,,True
215,https://live.staticflickr.com/65535/49533913953_c2e0ec79de_b.jpg,,,,,True,,True
216,https://live.staticflickr.com/65535/49533914168_0dd3a69383_b.jpg,,,,,True,,True
217,https://live.staticflickr.com/65535/49533914348_170376bf17_b.jpg,,,,,True,,True
218,https://live.staticflickr.com/65535/49533914433_fd36141f46_b.jpg,,,,,True,,True
219,https://live.staticflickr.com/65535/49533915038_97358ef9ff_b.jpg,,,,,True,,True
220,https://live.staticflickr.com/65535/49533915508_6bbb6e559f_b.jpg,,,,,True,,True
221,https://live.staticflickr.com/65535/49533916943_f2dc817c13_b.jpg,,,,,True,,True
222,https://live.staticflickr.com/65535/49533928178_334b9085ff_b.jpg,,,,,True,,True
223,https://live.staticflickr.com/65535/49534389241_0232eab33a_b.jpg,,,,,True,,True
224,https://live.staticflickr.com/65535/49534398166_0f7df7c6b4_b.jpg,,,,,True,,True
225,https://live.staticflickr.com/65535/49534406056_5814f453d5_b.jpg,,,,,True,,True
226,https://live.staticflickr.com/65535/49534406731_584a402948_b.jpg,,,,,True,,True
227,https://live.staticflickr.com/65535/49534407846_0e8b6fde9b_b.jpg,,,,,True,,True
228,https://live.staticflickr.com/65535/49534407901_88b206fbd1_b.jpg,,,,,True,,True
229,https://live.staticflickr.com/65535/49534408096_56b2ec1ff5_b.jpg,,,,,True,,True
230,https://live.staticflickr.com/65535/49534408206_70102cbd09_b.jpg,,,,,True,,True
231,https://live.staticflickr.com/65535/49534408401_378b8a2135_b.jpg,,,,,True,,True
232,https://live.staticflickr.com/65535/49534408551_304e6a6779_b.jpg,,,,,True,,True
233,https://live.staticflickr.com/65535/49534408611_6cff77c11c_b.jpg,,,,,True,,True
234,https://live.staticflickr.com/65535/49534409806_d9e6db9a80_b.jpg,,,,,True,,True
235,https://live.staticflickr.com/65535/49534409861_81355728e9_b.jpg,,,,,True,,True
236,https://live.staticflickr.com/65535/49534410051_0c02c1ea36_b.jpg,,,,,True,,True
237,https://live.staticflickr.com/65535/49534410116_c888861419_b.jpg,,,,,True,,True
238,https://live.staticflickr.com/65535/49534410286_1fe864f3c0_b.jpg,,,,,True,,True
239,https://live.staticflickr.com/65535/49534410366_caab353210_b.jpg,,,,,True,,True
240,https://live.staticflickr.com/65535/49534422456_076bd71428_b.jpg,,,,,True,,True
241,https://live.staticflickr.com/65535/49534422651_1807112304_b.jpg,,,,,True,,True
242,https://live.staticflickr.com/65535/49534617267_64354827c2_b.jpg,,,,,True,,True
243,https://live.staticflickr.com/65535/49534617462_eb7a01a993_b.jpg,,,,,True,,True
244,https://live.staticflickr.com/65535/49534617652_ab277146f2_b.jpg,,,,,True,,True
245,https://live.staticflickr.com/65535/49534620887_45dc2c1758_b.jpg,,,,,True,,True
246,https://live.staticflickr.com/65535/49534626767_158dab1287_b.jpg,,,,,True,,True
247,https://live.staticflickr.com/65535/49534635147_931a084ae5_b.jpg,,,,,True,,True
248,https://live.staticflickr.com/65535/49534636307_89018a6640_b.jpg,,,,,True,,True
249,https://live.staticflickr.com/65535/49534636807_f901f05e37_b.jpg,,,,,True,,True
250,https://live.staticflickr.com/65535/49534636952_07a6ca1ef2_b.jpg,,,,,True,,True
251,https://live.staticflickr.com/65535/49534637262_a1b647ba9d_b.jpg,,,,,True,,True
252,https://live.staticflickr.com/65535/49534637347_f44267781c_b.jpg,,,,,True,,True
253,https://live.staticflickr.com/65535/49534638147_d6ee195003_b.jpg,,,,,True,,True
254,https://live.staticflickr.com/65535/49534638662_fb8b1967e6_b.jpg,,,,,True,,True
255,https://live.staticflickr.com/65535/49534651082_c6a28b0fc6_b.jpg,,,,,True,,True
256,https://live.staticflickr.com/65535/49534651257_3b76e56c38_b.jpg,,,,,True,,True
257,https://live.staticflickr.com/65535/49534651322_2b22664e8a_b.jpg,,,,,True,,True
258,https://live.staticflickr.com/65535/49623304421_2ca51cc93c_b.jpg,,,True,,,,True
259,https://live.staticflickr.com/65535/49623304521_8d57ca1a2b_b.jpg,,,True,,,,True
260,https://live.staticflickr.com/65535/49623576072_237feebdbc_b.jpg,,,True,,,,True
261,https://live.staticflickr.com/65535/49627011833_a7f7e0980a_b.jpg,,,True,,,,True
262,https://live.staticflickr.com/65535/49627011913_3863ebea4e_b.jpg,,,True,,,,True
263,https://live.staticflickr.com/65535/49627012013_a7b762c347_b.jpg,,,True,,,,True
264,https://live.staticflickr.com/65535/49627799967_9965dcc829_b.jpg,,,True,,,,True
265,https://live.staticflickr.com/65535/49627800047_8db66762c0_b.jpg,,,True,,,,True
266,https://live.staticflickr.com/65535/49634482491_43f58284dd_b.jpg,,,,,False,,True
267,https://live.staticflickr.com/65535/49634485531_0d12d6d3f3_b.jpg,,,,,False,,True
268,https://live.staticflickr.com/65535/49634760977_c572f85bf9_b.jpg,,,,,False,,True
269,https://live.staticflickr.com/65535/49637498666_88787bb4db_b.jpg,,,,,False,,True
270,https://live.staticflickr.com/65535/49637653158_c24462497f_b.jpg,,,True,,,,True
271,https://live.staticflickr.com/65535/49638180116_9cc511a49a_b.jpg,,,True,,,,True
272,https://live.staticflickr.com/65535/49640179413_410f619493_b.jpg,,,True,,,,True
273,https://live.staticflickr.com/65535/49647321082_c839fe7292_b.jpg,,,,,True,,True
274,https://live.staticflickr.com/65535/49652039673_a58f954704_b.jpg,,,True,,,,True
275,https://live.staticflickr.com/65535/49652039768_4d9bf48531_b.jpg,,,True,,,,True
276,https://live.staticflickr.com/65535/49652575566_843ed61285_b.jpg,,,True,,,,True
277,https://live.staticflickr.com/65535/49653588288_3a78fb1924_b.jpg,,,True,,,,True
278,https://live.staticflickr.com/65535/49653588313_42dfdfc552_b.jpg,,,True,,,,True
279,https://live.staticflickr.com/65535/49653588393_d1f54a4dbc_b.jpg,,,True,,,,True
280,https://live.staticflickr.com/65535/49654126106_a4533eb4f1_b.jpg,,,True,,,,True
281,https://live.staticflickr.com/65535/49654405947_05d64beeaf_b.jpg,,,True,,,,True
282,https://live.staticflickr.com/65535/49656147637_d8c04874e6_b.jpg,,,True,,,,True
283,https://live.staticflickr.com/65535/49660685291_7667b6d7a2_b.jpg,,,,,False,,True
284,https://live.staticflickr.com/65535/49660686336_b7480efa66_b.jpg,,,,,False,,True
285,https://live.staticflickr.com/65535/49660687816_4359c20600_b.jpg,,,,,False,,True
286,https://live.staticflickr.com/65535/49660688986_57d69b8c2c_b.jpg,,,,,False,,True
287,https://live.staticflickr.com/65535/49660689896_84c160f393_b.jpg,,,,,False,,True
288,https://live.staticflickr.com/65535/49665189382_830ee0472b_b.jpg,,,True,,,,True
289,https://live.staticflickr.com/65535/49672824683_53e99349aa_b.jpg,,,,,True,,True
290,https://live.staticflickr.com/65535/49673648212_86e79d31b4_b.jpg,,,,,True,,True
291,https://live.staticflickr.com/65535/49673649652_982ba0e696_b.jpg,,,,,True,,True
292,https://live.staticflickr.com/65535/49673652232_da4a308640_b.jpg,,,,,True,,True
293,https://live.staticflickr.com/65535/49680613787_e38895ae97_b.jpg,,unknown,unknown,unknown,,,True
294,https://live.staticflickr.com/65535/49684116942_970ee6a6eb_b.jpg,,,,,True,,True
295,https://live.staticflickr.com/65535/49686313006_870066413e_b.jpg,,,,,True,,True
296,https://live.staticflickr.com/65535/49723328172_faa88377fc_b.jpg,,,,,True,,True
297,https://live.staticflickr.com/65535/49802703756_ff07e13431_b.jpg,,,True,,,,True
298,https://live.staticflickr.com/65535/49858953342_c12a1b994c_b.jpg,True,True,,,,,True
299,https://live.staticflickr.com/65535/49876077296_26370742de_b.jpg,False,0,,,,,True
300,https://live.staticflickr.com/65535/49907677091_05a96dac0f_b.jpg,0,0,,,0,,True
301,https://live.staticflickr.com/65535/49920144571_a10577284a_b.jpg,False,0,,,,,True
302,https://live.staticflickr.com/65535/49927250471_ec45c707ef_b.jpg,unknown,unknown,,,,,True
303,https://live.staticflickr.com/65535/49929962638_cd11e869bc_b.jpg,False,False,,,,,True
304,https://live.staticflickr.com/65535/49931075166_17f2a6172c_b.jpg,False,0,,,,,True
