videoID,newLocation
pQwjZYdSRNY,Kimbe Bay
6_52PhBnBdM,Costa Rica
3Hmv0Cd0RTU,Philippines
s4QEkYHjk44,Cabo
oFen3-AFSMU,Oslob Cebu
DO-vIYuKjxM,"Isla Mujeres, Mexico"
G9gl324ytCA,"Oslob, Cebu, Philippines"
2J3v154gu7Q,Maldives
-LPHnNZLbKw,Philippines
QPeAypKBh64,"Sumilon Island, Philippines"
ndLMn-WU3WU,Lankayan Island
Ao8d7TfUPYw,"Oslob, Philippines"
t8MyM37Ns4k,Togian Islands
ewK5zbRVTao,"Oslob, Cebu, Philippines"
UTRiNQfuryQ,"Oslob, Cebu, Philippines"
ZnqO3z4CpH8,puerto princessa
hm11uHfocIc,oslob cebu philippines
NUMYGrKEjvI,Djibouti
XxRtzHcgHN0,"Oslob, Cebu, Philippines"
WBnAy-vFNhQ,"Cebu, Philippines"
0qo5X-XQE-c,"Dhangethi,Maldives"
wakoC_tADa8,"Oslob, Philippines"
fbYL23DZw3U,n/a
S3k7F2hJ-mg,"La Paz, Mexico"
Re0G8r9jss0,"Oslob, Philippines"
MlUjMeYNsbI,"Cancun, mexico"
a4j6HbvvdEA,"La Paz, Mexico"
zPo3fhxLSXg,Philippines
ODsWA4YxGuQ,Philippines
LD_eEBn4h3U,Oman
uCYtz2lpnR0,"Oslob, Cebu, Philippines"
5bWw2YHSrso,"La Paz, Mexico"
n6QvewMxM5Y,"Oslob, Cebu, Philippines"
4-iWpnmVlwE,n/a
QODnYAHndC4,Philippines
g1J14A-ZlGY,"Isla Mujeres, Mexico"
JZaJkZp9LJs,"Bohol, Philippines"
JjpR4ABTxtQ,Maldives
Z12wR9tpdMs,Port Douglas
tS0IkZET0Fo,"Oslob, Philippines"
fO-fyxvc70w,"OSLOB,CEBU,PHILIPPINES "
O5i2iHG2_Qc,"Coiba, Panama"
npUTbLL1SaE,"Oslob, Cebu, Philippines"
bKsD4vEPKzI,"Oslob, Cebu, Philippines"
0tFk3cm5HD0,"La Paz, Mexico"
O-oqSeuOHL0,"Oslob, Cebu, Philippines"
bVzZvyB3UTY,Philippines
ZajGFpSGAGU,Djibouti
H66tK2l8JIc,Philippines
UDGaDCdTJ_4,Sorsogon
W2WtrPlB0eI,"Donsol, Philippines"
Jphx_EE63sA,"Cebu, Philippines"
qjUiBEmXdO0,"Triton Bay, Indonesia"
Sg8TgVX1aMk,"Oslob, Cebu, Philippines"
unjzsMA_VxA,"Bahia de Los Angeles, Mexico"
CEdqMViqilc,"Oslob, Cebu, Philippines"
njYfm15eQEk,Gulf of Mexico
BPmTAejWHj0,"Cebu, Philippines"
6VYAijKaTK8,"Lila, Bohol"
oNdmkVHZDlc,"Cabo San Lucas, Mexico"
BwFKQx14-qg,Ningaloo Reef
G6Dh5JG5-IM,"Moalboal Cebu, Philippines"
x7nM3pKWvUY,"Oslob, Philippines"
yW_kHfU7jxE,Marsa Shagra House Reef
cpb1ebdIPQU,"Oslob, Cebu, Philippines"
2-mUzV8bqVo,"Diani Beach, KENYA"
eIq-7AvRYgo,"Lila Bohol, Philippines"
qeKxOzAGQtA,Similan Islands
DL0O0mmN83Q,Lila Bohol
JbNcY0qv9UU,"Oslob, Cebu, Philippines"
_eWpmU1v8Eg,"Donsol, Philippines"
bS6AFPs9E88,Moalboal Island
y9wLTEA63CI,"TAN-AWAN, OSLOB, CEBU"
nPKU6q9RnbU,Great Barrier Reef
lc21NzZDtYo,Gopalpur
clI2Nrlp5Ak,philippines
i1l_Mfo9NSA,bohol
MtiGe-oJcqI,Malaysia
e6nE1u3Emkg,"Gorontalo, Indonesia"
vTdDbgUgP0Y,"Oslob, Cebu, Philippines"
kBU1MRrZxRQ,"Oslob, Philippines"
0hxHJNxuIJY,"Oslob, Cebu, Philippines"
kWcS6U_iAls,"Lila Bohol, Philippines"
S6512ekUads,"Oslob, Cebu, Philippines"
WYR6GMXncyE,Delmarva Coast
oVOTC1UCYbg,"Cebu, Philippines"
1_dcMPcx3tc,Philippines
fLge4Qys_Wo,"Oslob, Cebu, Philippines"
-kXwUZWSSQ4,"Oslob, Philippines"
7tHiL6kYo38,"Quintana Roo, Mexico"
XMCoYJSNth8,Ganjam Sea Beach
fByMW1dsBjg,"Oslob, Philippines"
AoR1acQyIoc,Karachi
lBnSzNpNYk4,"Oslob, Philippines"
O2Ujo3MQXZ4,"Oslob, Cebu, Philippines"
gf0OQcL95_s,none
wUopDqJLbIE,"Oslob, Philippines"
8NCwx58T1qc,"Isla Mujeres, Mexico"
LaPEeXkU6Vw,"Sebaste, Antique, Philippines"
NnFyNBpuDxs,"Oslob, Cebu, Philippines"
j0U27RKCUMs,"Lila Bohol, Philippines"
kELjfhlDtKI,"Lila Bohol, Philippines"
RokzRC2aFaQ,"Lila Bohol, Philippines"
uuMaj9bKYxc,Ponce Inlet
Nxg0TR1RBzc,"oslob,cebu city, philippines"
ojoJwBk8Hh0,"oslob, cebu, philippines"
BviuhGSXcV8,"oslob, cebu,philippines"
6u8G6uHvmlk,"oslob, cebu, philippines"
xpISY0uuWWk,"oslob, cebu, philippines"
u3hTr1IqdV4,"Ko Pha Ngan, Thailand"
yI3zii6SgBU,"SUMILON ISLAND, Philippines"
Ae1hArw5aoY,"cebu, philippines"
0rni4idSxd8,Mexico
lAskzRJeKkk,"Bohol, Philippines"
xMQ38-jtNsk,Thailand
aw3nE9hFQeg,"TAN-AWAN, OSLOB, CEBU PHILIPPINES"
N5Z8AjLKCFI,"Oslob, Cebu City, Philippines"
9BbCBqOd-vg,"Isla Mujeres, Mexico"
EdiJzfDGrsY,"Bohol, Philippines"
UC1ZPLtqBfQ,"Cebu, Philippines"
DBD-QiS9AII,"byron bay, australia"
1cSSldyj910,"Cebu, Philippines"
gOfeU33OOzA,"Cebu, Philippines"
2pDwCS_q2IM,Philippines
X13UIKrkCRU,"virginia, united states"
AslyZkyyRv0,"TUBBATAHA REEF, Philippines"
qPCQY8jEDWo,Philippines
xH9-Fwk3cO4,"cebu, philippines"
Ipl-oZynPgQ,"Malpelo Island, Colombia"
jFWTew_47Vc,Hurawalhi Maldives
Ag_-T9Yzw3w,Mexico
l3AC2cXb5SI,Philippines
q94EngMsEYA,Sumilon Island
nKZMvnVr38E,"Oslob, Cebu"
84paNe5sa-o,Davao Gulf
MuYlVOnvpOM,"Oslob, Cebu"
v6KlV0MP-SQ,Philippines
3_bsi6n-0cE,Boracay
