datetaken,latitude,longitude,owner,ownername,relevant,title,url,wild,confidence
2020-03-12T02:40:36.000Z,0,0,120559894@N05,Santiago GV,TRUE,Lince ibérico / Iberian lynx (Lynx pardinus),https://live.staticflickr.com/65535/49651103231_de90b66dd5_b.jpg,unknown,
2020-03-05T23:47:51.000Z,0,0,120559894@N05,Santiago GV,TRUE,Lince ibérico / Iberian lynx (Lynx pardinus),https://live.staticflickr.com/65535/49625789746_9d63da2077_b.jpg,unknown,
2019-12-17T15:00:42.000Z,0,0,80351484@N03,Anendima,TRUE,Lince ibérico,https://live.staticflickr.com/65535/49510120021_204c8214dd_b.jpg,unknown,
2019-12-17T15:00:35.000Z,0,0,80351484@N03,Anendima,TRUE,Lince ibérico,https://live.staticflickr.com/65535/49510119951_604a524c57_b.jpg,unknown,
2019-11-02T09:27:12.000Z,0,0,37490466@N03,Luís Freitas,TRUE,Lince Ibérico (Lynx pardinus),https://live.staticflickr.com/65535/49503271132_816d2982e7_b.jpg,unknown,
2020-01-19T09:39:30.000Z,0,0,59783550@N00,diegocon1964,TRUE,"Lynx pardinus ( Lince ibérico , Iberian Lynx )",https://live.staticflickr.com/65535/49409457993_b11048870e_b.jpg,unknown,
2020-01-01T00:00:00.000Z,0,0,111949217@N08,robertonatura,TRUE,We begin new year with the iberian ladies beauty,https://live.staticflickr.com/65535/49406827448_8e6e0f7f55_b.jpg,TRUE,
2019-12-17T15:01:47.000Z,0,0,80351484@N03,Anendima,TRUE,Lince ibérico,https://live.staticflickr.com/65535/49367116802_c9ea412776_b.jpg,unknown,
2019-06-02T09:05:39.000Z,0,0,144833617@N05,ecotonobirding,TRUE,Iberian Lynx Kilo adult male,https://live.staticflickr.com/65535/49099992561_90e54af708_b.jpg,TRUE,
2019-06-02T09:02:54.000Z,0,0,144833617@N05,ecotonobirding,TRUE,Iberian Lynx Platero,https://live.staticflickr.com/65535/49099992501_5977325655_b.jpg,TRUE,
2019-06-02T09:04:09.000Z,0,0,144833617@N05,ecotonobirding,TRUE,Iberian Lynx Platero,https://live.staticflickr.com/65535/49099992476_a54d9ab90c_b.jpg,TRUE,
2019-06-02T09:29:48.000Z,0,0,144833617@N05,ecotonobirding,TRUE,Iberian Lynx Platero,https://live.staticflickr.com/65535/49100191527_1bcd6d1cec_b.jpg,TRUE,
2019-06-02T09:30:18.000Z,0,0,144833617@N05,ecotonobirding,TRUE,Iberian Lynx Platero juv male,https://live.staticflickr.com/65535/49099485628_6d3616ec42_b.jpg,TRUE,
2019-06-02T09:03:03.000Z,0,0,144833617@N05,ecotonobirding,TRUE,Iberian Lynx juvenil male,https://live.staticflickr.com/65535/49095005272_61c46b2d77_b.jpg,TRUE,
2019-11-07T18:38:33.000Z,38.213501,-3.959841,8900879@N07,José Luis Pérez Navarro,TRUE,Face to face,https://live.staticflickr.com/65535/49061520033_aceaaaf8fc_b.jpg,TRUE,
2019-11-01T15:30:44.000Z,0,0,37490466@N03,Luís Freitas,TRUE,Lince Ibérico (Lynx pardinus),https://live.staticflickr.com/65535/49038831881_439f679e19_b.jpg,TRUE,
2019-11-09T08:15:24.000Z,0,0,80155703@N08,Juan Caballero.,TRUE,Iberian Lynx (Lynx pardinus),https://live.staticflickr.com/65535/49036950351_7cf4dbe63a_b.jpg,TRUE,
2019-11-05T09:28:50.000Z,0,0,183638952@N07,jrgmonje,TRUE,Iberian lynx (Lynx pardinus),https://live.staticflickr.com/65535/49019630021_56f65cc8e4_b.jpg,unknown,
2019-07-16T09:26:47.000Z,0,0,183638952@N07,jrgmonje,TRUE,Kilo,https://live.staticflickr.com/65535/48720919698_0468ae34ac_b.jpg,unknown,
2019-09-07T11:53:50.000Z,0,0,125708991@N03,TheLionPo,TRUE,Cat eyes,https://live.staticflickr.com/65535/48699005806_1923d79c0a_b.jpg,unknown,
2019-08-21T17:40:00.000Z,0,0,183638952@N07,jrgmonje,TRUE,Platero,https://live.staticflickr.com/65535/48605871782_79df3e8635_b.jpg,TRUE,
2019-08-21T17:37:52.000Z,0,0,183638952@N07,jrgmonje,TRUE,Lupa,https://live.staticflickr.com/65535/48605730061_d23962984b_b.jpg,unknown,
2019-08-21T17:37:28.000Z,0,0,183638952@N07,jrgmonje,TRUE,Camada de lince ibérico,https://live.staticflickr.com/65535/48605869797_1c152e4297_b.jpg,unknown,
